,z_y_1_iteration,z_y_2_iteration,z_y_3_iteration,z_y_4_iteration,z_y_5_iteration,z_y_6_iteration,z_y_7_iteration,z_y_8_iteration,z_y_9_iteration,z_y_10_iteration,z_y_11_iteration,z_y_12_iteration,z_y_13_iteration,z_y_14_iteration,z_y_15_iteration,z_y_16_iteration,z_y_17_iteration,z_y_18_iteration,z_y_19_iteration,z_y_20_iteration,z_y_21_iteration,z_y_22_iteration,z_y_23_iteration,z_y_24_iteration,z_y_25_iteration,z_y_26_iteration,z_y_27_iteration,z_y_28_iteration,z_y_29_iteration,z_y_30_iteration,z_y_31_iteration,z_y_32_iteration,z_y_33_iteration,z_y_34_iteration,z_y_35_iteration,z_y_36_iteration,z_y_37_iteration,z_y_38_iteration,z_y_39_iteration,z_y_40_iteration,z_y_41_iteration,z_y_42_iteration,z_y_43_iteration,z_y_44_iteration,z_y_45_iteration,z_y_46_iteration,z_y_47_iteration,z_y_48_iteration,z_y_49_iteration,z_y_50_iteration
79,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
80,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
81,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
82,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
83,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
84,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
85,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
86,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
87,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
88,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
89,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
90,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
91,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
92,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
93,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
94,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
95,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
96,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
97,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
98,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,2,2,2,2,2,2,0,2,3,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,2,2,0
99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
101,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
102,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
103,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
104,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
105,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
106,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
107,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
108,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
109,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
110,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
111,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
112,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
113,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
114,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
115,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
116,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
117,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
118,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
119,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
120,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
121,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
122,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
123,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
124,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
125,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
126,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,4,2,3,2,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,1,3,2,3,3,3,4,3,3,1
